name,screen_name,followers_count,friends_count,lang,location,occupation,profile_image_url,url,updated_at
Sanjay Dutt,duttsanjay,2780342,21,en,,Actor,http://pbs.twimg.com/profile_images/917431263551565824/fCDyXoLk_normal.jpg,http://www.sanjayduttproductions.com,2022-05-12 08:50:20
Liza Koshy,lizakoshy,2747119,691,,"Houston, TX",Actor,http://pbs.twimg.com/profile_images/1216856464892940288/1qi56Gvr_normal.jpg,,2022-05-12 10:50:23
Jensen Ackles,JensenAckles,2720155,61,,no telling,Actor,http://pbs.twimg.com/profile_images/762782102693613568/n5QWDNsg_normal.jpg,http://familybusinessbeerco.com,2022-05-09 08:50:31
Kichcha Sudeepa,KicchaSudeep,2712917,70,en,Bengaluru,Actor,http://pbs.twimg.com/profile_images/1455080823795773440/TOZJPrr8_normal.jpg,,2022-05-11 12:50:29
Emraan Hashmi,emraanhashmi,2712620,109,,Mumbai,Actor,http://pbs.twimg.com/profile_images/1487353243613024257/LWXxEGpF_normal.jpg,,2022-05-09 17:50:30
John Krasinski,johnkrasinski,2693324,167,,,Actor,http://pbs.twimg.com/profile_images/3034145460/ddd68871493974961670d9fccb212222_normal.jpeg,https://www.aquietplacemovie.com,2022-05-12 08:50:45
Prakash Raj,prakashraaj,2668072,376,en,india,Actor,http://pbs.twimg.com/profile_images/1081544964700426241/bOcibzHN_normal.jpg,http://www.prakashraj.com,2022-05-12 12:13:33
Maisie Williams,Maisie_Williams,2594405,347,,in my house,Actor,http://pbs.twimg.com/profile_images/1406288791397076992/JIUNDS3z_normal.jpg,https://linktr.ee/maisie_williams,2022-05-12 13:51:38
Paul Wight,PaulWight,2493055,699,,"Tampa, Florida",Actor,http://pbs.twimg.com/profile_images/1517720298086408192/YyheAL9R_normal.jpg,http://instagram.com/wwethebigshow,2022-05-09 02:51:08
Ross Lynch 💯,RossLynch,2413986,50,,Juliet's balcony.,Actor,http://pbs.twimg.com/profile_images/1469724722606706689/Qk4LEj73_normal.jpg,,2022-05-10 03:50:31
Nivetha Thomas,i_nivethathomas,2374559,73,en,"Chennai, India",Actor,http://pbs.twimg.com/profile_images/1190490539910717442/eCIgiPYm_normal.jpg,,2022-05-04 13:51:25
Paul Walker,RealPaulWalker,2315234,63,en,,Actor,http://pbs.twimg.com/profile_images/417566273036242944/ca_vjQN0_normal.jpeg,"https://bit.ly/pwfshop,http://www.facebook.com/paulwalker",2022-05-03 00:50:40
Stephen Amell,StephenAmell,2308106,450,en,"Los Angeles, CA",Actor,http://pbs.twimg.com/profile_images/1516638575755988992/yOadJLwV_normal.jpg,https://linktr.ee/Stephenamell,2022-05-11 12:50:18
Sai Pallavi,Sai_Pallavi92,2290856,19,et,"Coimbatore, India",Actor,http://pbs.twimg.com/profile_images/1112363337575067649/AVaNX7Qo_normal.jpg,https://www.facebook.com/profile.php?id=100008229244576,2022-05-09 04:50:50
Ram Charan,AlwaysRamCharan,2287768,2,en,India,Actor,http://pbs.twimg.com/profile_images/1241262030067134464/k0QXCnar_normal.jpg,,2022-05-12 12:50:48
Dulquer Salmaan,dulQuer,2277391,365,en,Planet Earth,Actor,http://pbs.twimg.com/profile_images/1499037411401420802/1RSuJlx__normal.jpg,,2022-05-11 19:51:15
Takanori Iwata,T_IWATA_EX_3JSB,2196893,221,tl,"Tokyo, JAPAN",Actor,http://pbs.twimg.com/profile_images/1458768289711407104/346BHHGt_normal.jpg,"https://m.tribe-m.jp/artist/index/16,https://m.tribe-m.jp/Artist/index/310?m=bemyguest,https://m.youtube.com/channel/UCNSFiHB2JRhpNaNfysCKcHQ",2022-05-11 15:12:15
Ellen Pompeo,EllenPompeo,2042394,671,,NY/LA,Actor,http://pbs.twimg.com/profile_images/1441166905872551940/BQw9h9aE_normal.jpg,https://link.chtbl.com/TellMe,2022-05-09 06:51:03
ASHANTI,ashanti,2033196,621,en,NEW YORK,Actor,http://pbs.twimg.com/profile_images/1352576302977601536/rWlP09f0_normal.jpg,,2022-05-12 00:51:25
Jason Bateman,batemanjason,2030513,249,en,L.A.,Actor,http://pbs.twimg.com/profile_images/2314698528/image_normal.jpg,https://twitter.com/batemanjason,2022-05-12 10:51:23
Keke Palmer,KekePalmer,2003059,16492,en,,Actor,http://pbs.twimg.com/profile_images/1438693933215674374/hNveZ735_normal.jpg,http://linktr.ee/keke,2022-05-12 11:51:11
Timothée Chalamet,RealChalamet,1942211,47,,New York,Actor,http://pbs.twimg.com/profile_images/923555760193331201/NrbjpqhG_normal.jpg,,2022-05-12 13:51:14
Jordan Peele,JordanPeele,1907569,1741,,,"Actor, comedian and filmmaker",http://pbs.twimg.com/profile_images/783445386375507969/nTv88w7E_normal.jpg,http://monkeypawproductions.com,2022-05-11 20:51:00
Dove Cameron,DoveCameron,1903172,2384,en,synchroniCity,Actor,http://pbs.twimg.com/profile_images/1492000229456891908/3RRcX68a_normal.jpg,https://ffm.to/dcbf,2022-05-11 21:50:35
ICE T,FINALLEVEL,1895576,1751,en,THE UNDERWORLD,Actor,http://pbs.twimg.com/profile_images/909984858818170881/jagXDTlf_normal.jpg,,2022-05-11 22:50:31
Darren Criss,DarrenCriss,1848528,589,,In Solidarity,Actor,http://pbs.twimg.com/profile_images/1428130094757801984/1ZZUGrpb_normal.jpg,http://darrencriss.me/links,2022-05-12 03:50:43
Katrina Kaif Online,KatrinaKaifFB,1839946,5,,India,Actor,http://pbs.twimg.com/profile_images/1478025140978044938/vSk_Eurp_normal.jpg,,2022-04-24 07:51:06
Swara Bhasker,ReallySwara,1829498,704,en,"Mumbai, India",Actor,http://pbs.twimg.com/profile_images/1523178582092443649/TqAEC9-b_normal.jpg,,2022-05-12 12:13:33
Viola Davis,violadavis,1822365,501,en,LA,Actor,http://pbs.twimg.com/profile_images/1516480205862354947/YbJQIRRH_normal.jpg,https://www.harpercollins.com/pages/findingme#events,2022-05-12 05:50:47
Laura Marano,lauramarano,1813888,1004,en,In Lavania,Pop musician and actor,http://pbs.twimg.com/profile_images/1499850643309088770/RaB-ZLSh_normal.jpg,https://linktr.ee/OfficialLauraMarano,2022-05-12 08:50:42
Olivia Rodrigo,oliviarodrigo,1796145,,en,,Pop musician and actor,http://pbs.twimg.com/profile_images/1395782303301783558/DbmpQnAI_normal.jpg,https://www.oliviarodrigo.com/or,2022-05-12 13:51:38
manoj bajpayee,BajpayeeManoj,1752184,1573,tr,Mumbai,Actor,http://pbs.twimg.com/profile_images/1456629225713115139/pANx5pGq_normal.jpg,https://www.ketto.org/fundraiser/ManojShabanaRazaBajpayee-for-shramiksammaan,2022-05-12 04:51:19
olivia wilde,oliviawilde,1745995,533,,,Actor,http://pbs.twimg.com/profile_images/566344375983026178/HW05Mewo_normal.jpeg,https://youtu.be/FgmnKsED-jU,2022-05-10 09:50:35
Abigail Ratchford,AbiRatchford,1688296,2533,en,"Los Angeles, CA",Actor,http://pbs.twimg.com/profile_images/1218081631065427968/wsK2TWPh_normal.jpg,https://link.snipfeed.co/abigailratchford,2022-05-12 11:51:22
Anthony Mackie,AnthonyMackie,1669548,41,,,Actor,http://pbs.twimg.com/profile_images/687074567869693952/-cvNKYyy_normal.jpg,https://www.facebook.com/OfficialAnthonyMackiePage?ref=ts&fref=ts,2022-05-11 05:50:45
Whoopi Goldberg,WhoopiGoldberg,1656415,539,,,Actor,http://pbs.twimg.com/profile_images/1328635229/Timothy_White_Whoopi_1_normal.jpg,,2022-05-12 09:50:58
Issa Rae,IssaRae,1647145,1471,,"Los Angeles, CA",Actor,http://pbs.twimg.com/profile_images/1247392762002960389/HH85-mZL_normal.jpg,"http://issarae.com,http://instagram.com/issarae",2022-05-11 17:50:45
Sabrina Carpenter,SabrinaAnnLynn,1633688,5576,,,Actor,http://pbs.twimg.com/profile_images/1494543560879792134/N0f1VS22_normal.jpg,https://sabrinacarpenter.komi.io,2022-05-11 16:50:52
Adah Sharma,adah_sharma,1627193,296,und,Mumbai,Actor,http://pbs.twimg.com/profile_images/977218088662745088/f-GpMOPN_normal.jpg,http://Instagram.com/adah_ki_adah,2022-05-10 09:50:43
Taika Waititi,TaikaWaititi,1579241,794,en,HATER & WRECKER,Actor,http://pbs.twimg.com/profile_images/789629339969073152/FD7HrH4J_normal.jpg,https://www.youtube.com/watch?v=wUzZXuslkSg&feature=youtu.be,2022-05-12 13:50:47
Mehreen Pirzada👑,Mehreenpirzada,1572294,161,,"Mumbai, Maharashtra",Actor,http://pbs.twimg.com/profile_images/1409701126920802311/aozQwTxQ_normal.jpg,,2022-05-02 21:50:49
Kirstie Alley,kirstiealley,1561566,806,en,Hollywood,Actor,http://pbs.twimg.com/profile_images/992559243831132161/5PmJrMAg_normal.jpg,https://linktr.ee/kirstiealley,2022-05-12 05:50:42
Patrick Dempsey,PatrickDempsey,1547638,154,,,Actor,http://pbs.twimg.com/profile_images/908487585718198273/7LkQgXiM_normal.jpg,http://www.dempseycenter.org/,2022-05-09 22:50:27
Donnie Wahlberg,DonnieWahlberg,1495250,12334,en,US,Actor,http://pbs.twimg.com/profile_images/1518775516886671361/1KPaLcWt_normal.jpg,http://www.NKOTB.com,2022-05-10 10:50:49
Tim Minchin,timminchin,1477129,515,,,Actor,http://pbs.twimg.com/profile_images/1293830663460749313/hvSL5b2h_normal.jpg,http://www.timminchin.com,2022-05-07 16:50:54
Mammootty,mammukka,1453787,4,en,,Actor,http://pbs.twimg.com/profile_images/1518227855574200320/jcjIDIWF_normal.jpg,"http://www.mammootty.com,http://facebook.com/Mammootty",2022-05-10 06:51:02
Sandra Oh,IamSandraOh,1437844,20,,,Actor,http://pbs.twimg.com/profile_images/378800000506788057/7ca9c67e93531bfad7609aedb7a04063_normal.jpeg,,2022-05-11 19:50:47
Funke Akindele Bello,funkeakindele,1417134,1762,,Lagos/Nigeria,Actor,http://pbs.twimg.com/profile_images/1335204785734225920/FglR72go_normal.jpg,http://www.sceneone.tv,2022-05-07 09:50:37
Hailee Steinfeld,HaileeSteinfeld,1390091,189,en,Instagram: haileesteinfeld,Actor,http://pbs.twimg.com/profile_images/1376396143400263682/UjA1BGPJ_normal.jpg,https://presave.umusic.com/haileecoast,2022-05-12 12:50:25
Kartik Aaryan,TheAaryanKartik,1355693,534,en,Mumbai,Actor,http://pbs.twimg.com/profile_images/1520975569445216257/f-9xDVdz_normal.jpg,,2022-05-12 12:50:48
Karen Gillan,karengillan,1348250,702,en,,Actor,http://pbs.twimg.com/profile_images/1159593823934304256/LTdx_zdq_normal.jpg,,2022-05-10 19:50:45
Katherine McNamara,Kat_McNamara,1313177,9523,en,NYC/LA/KC,Actor,http://pbs.twimg.com/profile_images/1372703631808417798/D0UPmjV-_normal.jpg,http://www.imdb.me/KatherineMcNamara,2022-05-12 07:51:10
Aditi Rao Hydari,aditiraohydari,1296617,215,en,,Actor,http://pbs.twimg.com/profile_images/1267307778302857216/j8vhIDOx_normal.jpg,,2022-05-12 05:50:47
dan levy,danjlevy,1288188,747,en,Schitt's Creek,Actor,http://pbs.twimg.com/profile_images/823076931931226112/nwJ7gMqE_normal.jpg,https://www.coursera.org/learn/indigenous-canada,2022-05-11 14:50:41
Sophia Bush,SophiaBush,1252019,2594,en,Toronto 🇨🇦,Actor,http://pbs.twimg.com/profile_images/1471540034486640647/oPEqO77X_normal.jpg,http://apple.co/workinprogress,2022-05-12 07:51:10
Bryshere Gray,YazzTheGreatest,1246637,1040,,,Actor,http://pbs.twimg.com/profile_images/960728727624744961/orX5XSkM_normal.jpg,,2022-05-06 18:50:59
Emilia Clarke,emiliaclarke,1225422,62,,Los Angeles,Actor,http://pbs.twimg.com/profile_images/3562696696/6ec3897752ea1d5be41be0cd00acc4a5_normal.jpeg,,2022-05-12 13:51:38
Sarah Paulson,MsSarahPaulson,1184505,651,,LA / NYC,Actor,http://pbs.twimg.com/profile_images/1289710741533016064/dbVyvdL5_normal.jpg,,2022-05-11 12:50:41
Mark Sheppard,Mark_Sheppard,1179735,1400,en,,Actor,http://pbs.twimg.com/profile_images/493300540399316992/PZTupizy_normal.jpeg,https://www.cameo.com/marksheppard,2022-05-11 22:51:04
Sidharth Shukla,sidharth_shukla,1171022,35,,"Mumbai, India",Actor,http://pbs.twimg.com/profile_images/1313071873375326208/EzR9z1P8_normal.jpg,https://youtube.com/c/SidharthShuklaOfficialChannel,2022-05-09 23:50:29
Rajkummar Rao,RajkummarRao,1158969,114,,India,Actor,http://pbs.twimg.com/profile_images/1022539461689831426/NUJM1LNM_normal.jpg,,2022-05-12 04:50:36
Kristin Chenoweth,KChenoweth,1156482,3640,en,Los Angeles/New York,Actor,http://pbs.twimg.com/profile_images/1451371968150876171/lBeE5sxA_normal.jpg,http://www.officialkristinchenoweth.com,2022-05-12 07:50:23
Regina King,ReginaKing,1110239,226,,Sunny California,Actor,http://pbs.twimg.com/profile_images/1490048083094228994/fR9127Db_normal.jpg,,2022-05-11 09:51:09
tom ellis,tomellis17,1076008,277,,all over the place,Actor,http://pbs.twimg.com/profile_images/662333455049494528/jriuuJ4J_normal.jpg,http://www.netflix.com/lucifer,2022-05-09 04:50:49
Mariska Hargitay,Mariska,1021148,2141,en,,Actor,http://pbs.twimg.com/profile_images/1321303328240865284/vNZYhuoS_normal.jpg,https://www.nbc.com/law-and-order-special-victims-unit,2022-05-12 13:50:27
Pedro Pascal he/him,PedroPascal1,1000110,199,en,,Actor,http://pbs.twimg.com/profile_images/443012749300207617/174YEysI_normal.jpeg,,2022-05-12 13:51:03
Gene Simmons,genesimmons,993715,369,en,,Actor,http://pbs.twimg.com/profile_images/697624194205544449/PaabF10k_normal.jpg,"http://genesimmons.com,http://GeneSimmonsAxe.com",2022-05-11 20:50:44
Anushka Shetty,MsAnushkaShetty,985528,12,,Hyderabad,Actor,http://pbs.twimg.com/profile_images/1425684721162276865/aSKYsHAA_normal.jpg,http://www.instagram.com/anushkashettyofficial,2022-05-12 12:51:15
Chris D'Elia,chrisdelia,976733,868,,,Actor,http://pbs.twimg.com/profile_images/1218923559097110528/9zhchf1R_normal.jpg,"http://chrisdelia.com,https://www.chrisdelia.com",2022-05-12 11:50:59
Jeffrey Dean Morgan,JDMorgan,961643,625,en,NY,Actor,http://pbs.twimg.com/profile_images/761607699146485760/4uVq_eCL_normal.jpg,http://Instagram.com/jeffreydeanmorgan,2022-05-12 10:51:23
Simu Liu (刘思慕),SimuLiu,944995,726,en,Toronto/Los Angeles,Actor,http://pbs.twimg.com/profile_images/1389287169932480512/kb1qlSml_normal.jpg,http://hc.com/weweredreamers,2022-05-12 12:50:53
Charlize Theron,CharlizeAfrica,940494,314,,,Actor,http://pbs.twimg.com/profile_images/1116203712534302720/xySTPqYB_normal.jpg,https://linktr.ee/Charlizetheron,2022-05-12 12:50:25
